"MaterialType" "Materials_Details_EN" "Notes"
"5591" "ムクロジ" "seed?, soapberry (Sapindaceae)" "Multiple translations"
"11561" "もみがら" "rice husk (Oryza sativa)" ""
"18479" "モモ核" "peach (Amygdalus persica syn. Prunus)" ""
"8662" "モモ核(内果実)" "fruit /achenes etc peach (Amygdalus persica syn. Prunus)" ""
"38978" "モモ炭化核破片（1破片）" "carbonized fragments, peach (Amygdalus persica syn. Prunus)" ""
"19494" "モモ種子" "seed peach (Amygdalus persica syn. Prunus)" ""
"19064" "ヤナギ属" "willow (Salix sp.)" ""
"33648" "ヤナギ属幹" "willow (Salix sp.)" ""
"5542" "ヤナギ類" "willow (Salix sp.)" ""
"10380" "ヤベオオツノジカ" "Megloceros type deer (Sinomegaceros yabei)" ""
"5553" "ヤマグワ" "Chinese mulberry (Morus australis syn bombycis)" ""
"5340" "ヤマトシジミ" "basket clam (Corbicula japonica) basket clam (Corbiculidae spp.)" ""
"21227" "ヤマトシジミ貝殻" "basket clam (Corbicula japonica) basket clam (Corbiculidae spp.)" ""
"36554" "ヤマブドウ種子" "seed Yama grape (Vitis coignetiae)" ""
"8582" "ユキガイ貝殻" "radiately-ridged trough shell (Meropesta nicobarica)" ""
"25929" "ユリ科鱗茎" "bulb stem fruit scale Liliaceae" ""
"4618" "ローム試料" "sample loam" ""
"40210" "ワラ片"  "Needs translation"
"4568" "ワラ状炭化物" "carbonized straw material" ""
"41990" "三角板状木製品"  "Needs translation"
"9519" "上腕骨" "human bone" ""
"4560" "不明" "unknown" ""
"22128" "不明(花粉分析試料)" "unknown (pollen sample)" ""
"8625" "不明植物遺体(数点)" "unknown plant plant remains" ""
"32527" "不明炭化子葉" "unknown carbonized cotyledon" ""
"12069" "不明種子" "unknown seed" ""
"6867" "両端加工材(ヌルデ)" "material worked wood Chinese sumac (Brucea javanica syn. Rhus)​" ""
"6866" "両端加工材(ムラサキシキブ属)" "material worked wood beautyberry (Callicarpa sp.)" ""
"4837" "丸太杭" "round wood wooden stake" ""
"45145" "丸木弓(イヌガヤ)"  "Needs translation"
"8027" "丸木材" "material wood log/trunk" ""
"6864" "丸木杭(エゴノキ属)" "log/trunk wooden stake wooden stake snowbell tree (Styrax sp.)" ""
"6881" "丸木杭(クリ)" "log/trunk wooden stake wooden stake chestnut (Castanea crenata)" ""
"6863" "丸木杭(クロモジ属)" "log/trunk wooden stake wooden stake spicebush (Lindera umbellata)" ""
"6856" "丸木杭(チドリノキ)" "log/trunk wooden stake wooden stake hornbeam maple (Acer carpinifolium)" ""
"6882" "丸木杭(ヌルデ)" "log/trunk wooden stake wooden stake Chinese sumac (Brucea javanica syn. Rhus)​" ""
"6878" "丸木杭(モモ)" "log/trunk wooden stake wooden stake peach (Amygdalus persica syn. Prunus)" ""
"6883" "丸木杭(ヤナギ属)" "log/trunk wooden stake wooden stake willow (Salix sp.)" ""
"4596" "丸木舟1号(ヒノキ属)" "log/trunk boat /canoe cypress (Chamaecyparis sp.)" ""
"4597" "丸木舟2号(ヒノキ属)" "log/trunk boat /canoe cypress (Chamaecyparis sp.)" ""
"39466" "丸杭"  "Needs translation"
"39467" "丸杭(アカガシ)"  "Needs translation"
"39465" "丸杭(ブナ)"  "Needs translation"
"8602" "乾燥木材" "material wood desiccated" ""
"37502" "乾燥樹皮" "bark desiccated, wood indet." ""
"8761" "二枚貝" "bi-valve clam" ""
"20707" "二枚貝(アリソガイ)" "bi-valve clam" ""
"14062" "二枚貝(オオノガイ)" "soft shell clam (Mya arenaria syn. oonogai) bi-valve clam" ""
"14061" "二枚貝(サビシラトリガイ)" "bi-valve clam" ""
"5611" "二枚貝(ヤマトシジミ)" "basket clam (Corbicula japonica) bi-valve clam basket clam (Corbiculidae spp.)" ""
"39469" "井戸枠板材(コウヤマキ)"  "Needs translation"
"38155" "亜泥炭" "peat, soil" ""
"26901" "亜炭" "Lignite?" ""
"29097" "亜炭？" "Lignite?" ""
"4574" "人骨" "human bone" ""
"18687" "人骨 四肢骨片" "human bone limb bone bone fragment" ""
"18686" "人骨 大腿骨片" "human bone femur bone fragment" ""
"4777" "人骨 尺骨" "human bone ulna" ""
"4773" "人骨 左上顎切歯歯根部" "human bone left upper jaw tooth" ""
"4774" "人骨 左大腿骨" "human bone left femur" ""
"4780" "人骨 臼歯" "human bone molar tooth" ""
"18692" "人骨 頭骨片" "human bone skull bone fragment" ""
"4778" "人骨 頸骨" "human bone cervical vertebra" ""
"4776" "人骨 骨盤" "human bone pelvis" ""
"43992" "人骨( 第1号人骨）"  "Needs translation"
"43648" "人骨(上位左肋骨)"  "Needs translation"
"13975" "人骨(下腿骨)" "human bone tibia" ""
"9514" "人骨（下顎歯破片）" "human bone tooth" ""
"44090" "人骨(下顎骨)"  "Needs translation"
"43907" "人骨(右上腕骨)"  "Needs translation"
"44094" "人骨(右側頭骨)"  "Needs translation"
"7540" "人骨(右大腿骨)" "human bone right femur" ""
"44040" "人骨(右第1中足骨)"  "Needs translation"
"44114" "人骨(右第2中足骨)"  "Needs translation"
"44208" "人骨(右第二中足骨)"  "Needs translation"
"44116" "人骨(右腓骨骨体部片)"  "Needs translation"
"37202" "人骨（右距骨）" "right astragalus, human bone" ""
"44113" "人骨(右頭頂骨片)"  "Needs translation"
"26883" "人骨(四肢骨)" "human bone limb bone" ""
"29348" "人骨(四肢骨片）" "human bone limb bone bone fragment" ""
"44096" "人骨(大腿骨?)"  "Needs translation"
"16357" "人骨(大腿骨)" "human bone femur" ""
"27665" "人骨（大腿骨片）" "human bone femur bone fragment" ""
"43915" "人骨(左上腕骨)"  "Needs translation"
"43913" "人骨(左下顎骨)"  "Needs translation"
"43646" "人骨(左内側楔状骨)"  "Needs translation"
"44044" "人骨(左大腿骨)"  "Needs translation"
"44115" "人骨(左大腿骨上部)"  "Needs translation"
"43912" "人骨(左尺骨)"  "Needs translation"
"43908" "人骨(左橈骨)"  "Needs translation"
"44336" "人骨(左肋骨)"  "Needs translation"
"27667" "人骨（左肋骨片）" "human bone left rib bone fragment" ""
"44117" "人骨(後頭骨)"  "Needs translation"
"27666" "人骨（手の指、基節骨）" "human bone proximal phlange" ""
"44337" "人骨(指骨)"  "Needs translation"
"29345" "人骨(椎骨)" "human bone vertebra" ""
"18397" "人骨(歯)" "human bone tooth" ""
"37939" "人骨（歯）" "teeth, human bone" ""
"19975" "人骨(焼骨) 肋骨" "human bone rib cremated" ""
"29349" "人骨(肋骨･手骨)" "human bone rib" ""
"29350" "人骨(肋骨･椎骨)" "human bone rib vertebra" ""
"13746" "人骨(肋骨)" "human bone rib" ""
"44042" "人骨(肋骨片)"  "Needs translation"
"44092" "人骨(肩甲骨)"  "Needs translation"
"39665" "人骨(胸椎)"  "Needs translation"
"43910" "人骨(脛骨)"  "Needs translation"
"44041" "人骨(腓骨)"  "Needs translation"
"23801" "人骨(長骨)" "human bone long bone" ""
"38603" "人骨（長骨）" "long bone, human bone" ""
"44112" "人骨(頭蓋冠)"  "Needs translation"
"27664" "人骨（頭蓋片、眼窩上部の破片）" "human bone skull fragments" ""
"38601" "人骨（頭蓋骨）" "cranial fragment, human bone" ""
"44095" "人骨(頭頂骨)"  "Needs translation"
"13974" "人骨(頭骨)" "human bone skull" ""
"37938" "人骨（頭骨）" "cranial fragment, human bone" ""
"43906" "人骨(頭骨片)"  "Needs translation"
"29344" "人骨(骨片)" "human bone bone fragment" ""
"5823" "人骨片(部位不明)" "human bone bone fragment" ""
"44411" "人骨細片"  "Needs translation"
"35435" "住居内採取炭化物 炭化材（クリ）" "carbonized material material chestnut (Castanea crenata)" ""
"35436" "住居内採取炭化物 炭質物" "carbonized material charcoal" ""
"29766" "倒木(ヤマグワ)" "fallen tree Chinese mulberry (Morus australis syn bombycis)" ""
"10367" "偶蹄類臼歯" "even-toe ungulate (Artiodactyla) molar tooth" ""
"6865" "先端加工材(イヌガヤ)" "material worked wood plum yew (Cephalotaxus harringtonia)" ""
"6879" "先端加工材(ウメ)" "worked tip of wood (Prunus sp.)" ""
"8235" "全腐植" "humus" ""
"36049" "出土木（枝）" "branch excavated tree" ""
"36050" "出土木（葉）" "excavated tree" ""
"36051" "出土木製品（軸）" "excavated tree wooden items" ""
"35853" "分解の進んだ植物遺体（草本）" "plant plant remains herbaceous plants" ""
"35854" "分解質泥炭" "peat" ""
"4921" "割り木" "split tree" ""
"39468" "割截杭"  "Needs translation"
"39474" "割截杭(アカガシ)"  "Needs translation"
"39463" "割截杭(イヌガヤ)"  "Needs translation"
"39472" "割截杭(ブナ)"  "Needs translation"
"27777" "割枕" "bedding material? Again totally stumped on this" ""
"38745" "加工土器片類 土器付着物（口縁外）" "fragments from pottery rim outside edge residue, earthenware depoits" ""
"38775" "加工土器片類 土器付着物（胴内）" "fragments from pottery residue inside fabric?, earthenware depoits" ""
"38742" "加工土器片類 土器付着物（胴外）" "fragments from pottery residue outside, earthenware depoits" ""
"39473" "加工幹枝"  "Needs translation"
"38365" "加工木" "worked wood, wood indet." ""
"6938" "加工材(クヌギ節)" "material worked wood saw-tooth oak (Quercus acutissima)" ""
"6862" "加工材(モモ)" "material worked wood peach (Amygdalus persica syn. Prunus)" ""
"39948" "動物歯(シカ属の左下顎第2小臼歯)"  "Needs translation"
"33487" "動物歯牙（キツネ下顎犬歯）" "fox (Vulpes vulpes) canine tooth" ""
"18976" "動物遺存体 ウマ 右大腿骨骨頭" "horse (Equus ferus) right femur" ""
"22194" "動物骨" "animal indet." ""
"19786" "動物骨 クジラ目イルカ類? 肋骨" "animal indet. dolphin /toothed whales (odontocetes) whale (Cetacea spp.)​ rib" ""
"43922" "動物骨(イノシシ:上腕骨)"  "Needs translation"
"44349" "動物骨(イノシシ:下顎骨R)"  "Needs translation"
"43923" "動物骨(イノシシ:四肢骨片)"  "Needs translation"
"44348" "動物骨(ウマ:下顎骨)"  "Needs translation"
"43459" "動物骨(ウマ)"  "Needs translation"
"5907" "動物骨(シカ中手骨)" "deer (Cervidae) animal indet. phlanges" ""
"44228" "動物骨(ブタ:肋骨)"  "Needs translation"
"42233" "動物骨(鯨類)"  "Needs translation"
"10361" "動物骨片" "animal indet. bone fragment" ""
"44446" "化石マイクロアトール"  "Needs translation"
"41220" "半炭化種子(オニグルミ)"  "Needs translation"
"38331" "卒塔婆" "stupa, wooden grave tablet, wood indet." ""
"10122" "単子葉植物(イネ科)" "plant monocotyledonous Poaceae" ""
"9996" "単子葉植物茎" "plant stem monocotyledonous" ""
"38156" "古土壌" "paleosol, soil" ""
"4794" "右大腿骨" "right femur" ""
"35168" "右肋骨" "bone - right rib" ""
"9517" "右腓骨" "right fibula" ""
"35172" "右骨盤" "bone -right pelvis" ""
"16358" "哺乳類四肢骨骨幹部" "mammal indet. limb bone" ""
"5030" "四肢骨片(ウシ）" "cattle (Bos taurus) limb bone bone fragment" ""
"5765" "土" "soil" ""
"4740" "土(根少量混入)" "root" ""
"41249" "土中炭"  "Needs translation"
"18673" "土付き炭化物" "carbonized material with soil" ""
"33622" "土器に付く炭化物" "carbonized from pottery material" ""
"33931" "土器に付着した炭化物" "carbonized from pottery material residue" ""
"30789" "土器付着スス" "from pottery soot residue" ""
"8652" "土器付着木質" "from pottery residue" ""
"17141" "土器付着漆" "from pottery residue" ""
"19495" "土器付着漆?" "from pottery residue" ""
"21257" "土器付着漆膜" "from pottery residue" ""
"37419" "土器付着炭" "from pottery residue, charcoal" ""
"4566" "土器付着炭化物" "carbonized from pottery material residue" ""
"34599" "土器付着炭化物 内面（おこげ）試料を採取した土器：個体番号No.2" "carbonized from pottery material interior residue sample okage" ""
"35434" "土器付着炭化物 炭質物" "carbonized from pottery material charcoal residue" ""
"14898" "土器付着炭化物(アサ種実)" "carbonized seed/nuts from pottery material residue hemp (Cannabis sativa)" ""
"43579" "土器付着炭化物(スス)"  "Needs translation"
"34862" "土器付着炭化物（スス）" "carbonized from pottery material soot residue" ""
"35425" "土器付着炭化物（内外面）" "carbonized from pottery material exterior residue inside and outside" ""
"30068" "土器付着炭化物(内面)" "carbonized from pottery material interior residue" ""
"30069" "土器付着炭化物(内面底部)" "carbonized from pottery material interior residue bottom" ""
"33731" "土器付着炭化物（口縁外）" "carbonized from pottery material rim outside edge residue" ""
"38221" "土器付着炭化物（口縁外面）" "carbonized from pottery material rim exterior outside edge residue, charred material" ""
"35149" "土器付着炭化物（口縁部内面）" "carbonized from pottery material rim interior residue" ""
"35127" "土器付着炭化物（口縁部外面）" "carbonized from pottery material rim exterior residue outer neck" ""
"29601" "土器付着炭化物(吹きこぼれの可能性大)" "carbonized from pottery material residue" ""
"37563" "土器付着炭化物（壺外面）" "carbonized from pottery material exterior residue, charred material" ""
"37195" "土器付着炭化物（壺胴部外面）" "carbonized from pottery material exterior residue body outer neck, charred material" ""
"35451" "土器付着炭化物（外面 後期初頭）" "carbonized from pottery material exterior residue" ""
"30059" "土器付着炭化物(外面)" "carbonized from pottery material exterior residue" ""
"33733" "土器付着炭化物（底内）" "carbonized from pottery material residue in bottom" ""
"35424" "土器付着炭化物（底部付近外面）" "carbonized from pottery material exterior residue bottom" ""
"35653" "土器付着炭化物（底部内面）" "carbonized from pottery material interior residue bottom" ""
"33399" "土器付着炭化物（復元No.遺10）" "carbonized from pottery material residue" ""
"33403" "土器付着炭化物（復元No.遺2）" "carbonized from pottery material residue" ""
"33397" "土器付着炭化物（復元No.遺5）" "carbonized from pottery material residue" ""
"35414" "土器付着炭化物（深鉢 口縁部外面）" "carbonized from pottery material rim exterior residue outer neck" ""
"35415" "土器付着炭化物（深鉢 胴部外面）" "carbonized from pottery material exterior residue body outer neck" ""
"36123" "土器付着炭化物（深鉢・胴部内面）" "carbonized from pottery material interior residue body" ""
"36124" "土器付着炭化物（深鉢・胴部外面）" "carbonized from pottery material exterior residue body outer neck" ""
"39035" "土器付着炭化物（深鉢）" "carbonized from pottery material residue, charred material" ""
"37768" "土器付着炭化物（深鉢口唇～胴部上半外面）" "carbonized from pottery material exterior residue body, charred material" ""
"33728" "土器付着炭化物（深鉢口縁内）" "carbonized from pottery material rim residue inside of" ""
"33724" "土器付着炭化物（深鉢口縁外）" "carbonized from pottery material rim outside edge residue" ""
"35356" "土器付着炭化物（深鉢口縁部外面）" "carbonized from pottery material rim exterior residue outer neck" ""
"37564" "土器付着炭化物（深鉢外面）" "carbonized from pottery material exterior residue, charred material" ""
"33726" "土器付着炭化物（深鉢外面口縁部）" "carbonized from pottery material rim exterior residue" ""
"33742" "土器付着炭化物（深鉢底内）" "carbonized from pottery material residue in bottom" ""
"37764" "土器付着炭化物（深鉢肩部外面）" "carbonized from pottery material exterior residue outer neck, charred material" ""
"33723" "土器付着炭化物（深鉢胴内）" "carbonized from pottery material residue inside fabric?" ""
"33734" "土器付着炭化物（深鉢胴外）" "carbonized from pottery material residue outside" ""
"33727" "土器付着炭化物（深鉢胴外口縁部）" "carbonized from pottery material rim residue outside" ""
"37765" "土器付着炭化物（深鉢胴部上半外面）" "carbonized from pottery material exterior residue body, charred material" ""
"37763" "土器付着炭化物（深鉢胴部下部内面）" "carbonized from pottery material interior residue body lower, charred material" ""
"37889" "土器付着炭化物（深鉢胴部内面・焦）" "carbonized from pottery material interior residue body, charred material" ""
"37771" "土器付着炭化物（深鉢胴部内面）" "carbonized from pottery material interior residue body, charred material" ""
"35357" "土器付着炭化物（深鉢胴部外面）" "carbonized from pottery material exterior residue body outer neck" ""
"38600" "土器付着炭化物（滋賀里Ⅰ式）深鉢胴部外面" "carbonized from pottery material exterior residue body outer neck, charred material" ""
"38916" "土器付着炭化物（無文深鉢型土器胴部上部外面、スス状に付着）,SGMS-201b" "carbonized without from pottery material exterior soot residue body outer neck, charred material" ""
"38915" "土器付着炭化物（無文深鉢型土器胴部下部内面、お焦げ状に多量に付着）,SGMS-201a" "carbonized without from pottery material interior residue body lower, charred material" ""
"27922" "土器付着炭化物(焦)" "carbonized from pottery material residue" ""
"27913" "土器付着炭化物(煤)" "carbonized from pottery material soot residue" ""
"29600" "土器付着炭化物(煤類)" "carbonized from pottery material soot residue" ""
"37094" "土器付着炭化物（甕・口縁部外面）ふきこぼれ" "carbonized from pottery material rim exterior residue outer neck, charred material" ""
"37093" "土器付着炭化物（甕・肩～胴部外面）煤類" "carbonized from pottery material soot exterior residue body outer neck, soot" ""
"37092" "土器付着炭化物（甕・脚部外面）煤類" "carbonized from pottery material soot exterior residue outer neck, soot" ""
"37590" "土器付着炭化物（甕外面）" "carbonized from pottery material exterior residue, charred material" ""
"38523" "土器付着炭化物（甕胴部外面）" "carbonized from pottery material exterior residue body outer neck, charred material" ""
"35147" "土器付着炭化物（胴下部～底部内面）" "carbonized from pottery material interior residue bottom lower" ""
