"Material_Classification","Material_Details_JPN","inconsistent","Materials_Details_EN","Materials_Detail_Identification_EN","Materials_Detail_Other_EN","Materials_Detail_Notes_EN"
"Organic Residue from Pottery","土器付着炭化物（深鉢口縁外）",0,"carbonized from pottery material rim outside edge residue","","carbonized from pottery material rim outside edge residue",""
"Organic Residue from Pottery","土器付着炭化物（深鉢口縁部外面）",0,"carbonized from pottery material rim exterior residue outer neck","","carbonized from pottery material rim exterior residue outer neck",""
"Organic Residue from Pottery","土器付着炭化物（深鉢外面口縁部）",0,"carbonized from pottery material rim exterior residue","","carbonized from pottery material rim exterior residue",""
"Organic Residue from Pottery","土器付着炭化物（深鉢底内）",0,"carbonized from pottery material residue in bottom","","carbonized from pottery material residue in bottom",""
"Organic Residue from Pottery","土器付着炭化物（深鉢胴内）",0,"carbonized from pottery material residue inside fabric?","","carbonized from pottery material residue inside fabric?",""
"Organic Residue from Pottery","土器付着炭化物（深鉢胴外）",0,"carbonized from pottery material residue outside","","carbonized from pottery material residue outside",""
"Organic Residue from Pottery","土器付着炭化物（深鉢胴外口縁部）",0,"carbonized from pottery material rim residue outside","","carbonized from pottery material rim residue outside",""
"Organic Residue from Pottery","土器付着炭化物（深鉢胴部外面）",0,"carbonized from pottery material exterior residue body outer neck","","carbonized from pottery material exterior residue body outer neck",""
"Organic Residue from Pottery","土器付着炭化物(焦)",0,"carbonized from pottery material residue","","carbonized from pottery material residue",""
"Organic Residue from Pottery","土器付着炭化物(煤)",0,"carbonized from pottery material soot residue","","carbonized from pottery material soot residue",""
"Organic Residue from Pottery","土器付着炭化物(煤類)",0,"carbonized from pottery material soot residue","","carbonized from pottery material soot residue",""
"Organic Residue from Pottery","土器付着炭化物（胴下部～底部内面）",0,"carbonized from pottery material interior residue bottom lower","","carbonized from pottery material interior residue bottom lower",""
"Organic Residue from Pottery","土器付着炭化物（胴外）",0,"carbonized from pottery material residue outside","","carbonized from pottery material residue outside",""
"Organic Residue from Pottery","土器付着炭化物（胴部内面）",0,"carbonized from pottery material interior residue body","","carbonized from pottery material interior residue body",""
"Organic Residue from Pottery","土器付着炭化物（胴部外面）",0,"carbonized from pottery material exterior residue body outer neck","","carbonized from pottery material exterior residue body outer neck",""
"Organic Residue from Pottery","土器付着炭化物（貝殻文尖底 口縁部外面）",0,"carbonized from pottery material shell rim exterior residue outer neck","","carbonized from pottery material shell rim exterior residue outer neck",""
"Organic Residue from Pottery","土器付着炭化物（貝殻文平底 口縁部外面）",0,"carbonized from pottery material shell rim exterior residue outer neck","","carbonized from pottery material shell rim exterior residue outer neck",""
"Organic Residue from Pottery","土器付着炭化物深鉢（口縁内）",0,"carbonized from pottery material rim residue inside of","","carbonized from pottery material rim residue inside of",""
"Organic Residue from Pottery","土器付着煤",0,"from pottery soot residue","","from pottery soot residue",""
"Organic Residue from Pottery","土器付着煤状炭化物",0,"carbonized from pottery material soot residue","","carbonized from pottery material soot residue",""
"Organic Residue from Pottery","土器付着物",1,"from pottery residue","","from pottery residue",""
"Organic Residue from Pottery","土器付着物 口縁内",0,"from pottery rim residue inside of","","from pottery rim residue inside of",""
"Organic Residue from Pottery","土器付着物 口縁外",0,"from pottery rim outside edge residue","","from pottery rim outside edge residue",""
"Organic Residue from Pottery","土器付着物 口縁外,胴内",0,"from pottery rim outside edge residue inside fabric?","","from pottery rim outside edge residue inside fabric?",""
"Organic Residue from Pottery","土器付着物 口縁外,胴外",0,"from pottery rim outside edge residue outside","","from pottery rim outside edge residue outside",""
"Organic Residue from Pottery","土器付着物 有機物(胎土混じり)",0,"from pottery organic matter residue","","from pottery organic matter residue",""
"Organic Residue from Pottery","土器付着物 樹脂?",0,"from pottery residue resin?","","from pottery residue resin?",""
"Organic Residue from Pottery","土器付着物 炭化物",0,"carbonized from pottery material residue","","carbonized from pottery material residue",""
"Organic Residue from Pottery","土器付着物 胴内",0,"from pottery residue inside fabric?","","from pottery residue inside fabric?",""
"Organic Residue from Pottery","土器付着物 胴外",0,"from pottery residue outside","","from pottery residue outside",""
"Organic Residue from Pottery","土器付着物・内面(おこげ)",0,"from pottery interior residue okage","okage","from pottery interior residue",""
"Organic Residue from Pottery","土器付着物･内面(おこげ)",0,"from pottery interior residue okage","okage","from pottery interior residue",""
"Organic Residue from Pottery","土器付着物･内面（おこげ）",0,"from pottery interior residue okage","okage","from pottery interior residue",""
"Organic Residue from Pottery","土器付着物・外面",0,"from pottery exterior residue","","from pottery exterior residue",""
"Organic Residue from Pottery","土器付着物･外面(ふきこぼれ)",0,"from pottery exterior residue","","from pottery exterior residue",""
"Organic Residue from Pottery","土器付着物,",0,"from pottery residue","","from pottery residue",""
"Organic Residue from Pottery","土器付着物,コメ,胴外上",0,"from pottery residue outside rice (Oryza sativa)","rice (Oryza sativa)","from pottery residue outside",""
"Organic Residue from Pottery","土器付着物,ドングリ,底部内面",0,"from pottery interior residue bottom oak (Quercus)","oak (Quercus)","from pottery interior residue bottom",""
"Organic Residue from Pottery","土器付着物,上位・外面",0,"from pottery exterior residue upper","","from pottery exterior residue upper",""
"Organic Residue from Pottery","土器付着物,不明,",0,"unknown from pottery residue","","unknown from pottery residue",""
"Organic Residue from Pottery","土器付着物,不明,不明",0,"unknown from pottery residue","","unknown from pottery residue",""
"Organic Residue from Pottery","土器付着物,内面",0,"from pottery interior residue","","from pottery interior residue",""
"Organic Residue from Pottery","土器付着物,口縁下",0,"from pottery rim residue","","from pottery rim residue",""
"Organic Residue from Pottery","土器付着物,口縁下外面",0,"from pottery rim exterior residue","","from pottery rim exterior residue",""
"Organic Residue from Pottery","土器付着物,口縁内",0,"from pottery rim residue inside of","","from pottery rim residue inside of",""
"Organic Residue from Pottery","土器付着物,口縁内下",0,"from pottery rim residue inside of","","from pottery rim residue inside of",""
"Organic Residue from Pottery","土器付着物,口縁外",0,"from pottery rim outside edge residue","","from pottery rim outside edge residue",""
"Organic Residue from Pottery","土器付着物,口縁外・胴外",0,"from pottery rim outside edge residue outside","","from pottery rim outside edge residue outside",""
"Organic Residue from Pottery","土器付着物,口縁外上",0,"from pottery rim outside edge residue","","from pottery rim outside edge residue",""
"Organic Residue from Pottery","土器付着物,口縁外下",0,"from pottery rim outside edge residue","","from pottery rim outside edge residue",""
"Organic Residue from Pottery","土器付着物,口縁外面",0,"from pottery rim exterior outside edge residue","","from pottery rim exterior outside edge residue",""
"Organic Residue from Pottery","土器付着物,口縁突帯下部",0,"from pottery rim residue lower","","from pottery rim residue lower",""
"Organic Residue from Pottery","土器付着物,口縁部・内面",0,"from pottery rim interior residue","","from pottery rim interior residue",""
"Organic Residue from Pottery","土器付着物,口縁部・外面",0,"from pottery rim exterior residue","","from pottery rim exterior residue",""
"Organic Residue from Pottery","土器付着物,口縁部下外面（口外）",0,"from pottery rim exterior residue outside rim","","from pottery rim exterior residue outside rim",""
"Organic Residue from Pottery","土器付着物,口縁部下面・外面",0,"from pottery rim exterior residue","","from pottery rim exterior residue",""
"Organic Residue from Pottery","土器付着物,口縁部内面",0,"from pottery rim interior residue","","from pottery rim interior residue",""
"Organic Residue from Pottery","土器付着物,口縁部外面",0,"from pottery rim exterior residue outer neck","","from pottery rim exterior residue outer neck",""
"Organic Residue from Pottery","土器付着物,口胴外",0,"from pottery residue outside","","from pottery residue outside",""
"Organic Residue from Pottery","土器付着物,吹,",0,"from pottery residue","","from pottery residue",""
"Organic Residue from Pottery","土器付着物,吹,口縁外",0,"from pottery rim outside edge residue","","from pottery rim outside edge residue",""
"Organic Residue from Pottery","土器付着物,吹,口縁外・胴外",0,"from pottery rim outside edge residue outside","","from pottery rim outside edge residue outside",""
"Organic Residue from Pottery","土器付着物,吹,口縁外・胴外上",0,"from pottery rim outside edge residue outside","","from pottery rim outside edge residue outside",""
"Organic Residue from Pottery","土器付着物,吹,口縁外・胴外下",0,"from pottery rim outside edge residue outside","","from pottery rim outside edge residue outside",""
"Organic Residue from Pottery","土器付着物,吹,口縁外上",0,"from pottery rim outside edge residue","","from pottery rim outside edge residue",""
"Organic Residue from Pottery","土器付着物,吹,口縁部外面",0,"from pottery rim exterior residue outer neck","","from pottery rim exterior residue outer neck",""
"Organic Residue from Pottery","土器付着物,吹,口胴外",0,"from pottery residue outside","","from pottery residue outside",""
"Organic Residue from Pottery","土器付着物,吹，煤,胴部中位外面",0,"from pottery soot exterior residue body","","from pottery soot exterior residue body",""
"Organic Residue from Pottery","土器付着物,吹,胴内",0,"from pottery residue inside fabric?","","from pottery residue inside fabric?",""
"Organic Residue from Pottery","土器付着物,吹,胴外",0,"from pottery residue outside","","from pottery residue outside",""
"Organic Residue from Pottery","土器付着物,吹,胴外上",0,"from pottery residue outside","","from pottery residue outside",""
"Organic Residue from Pottery","土器付着物,吹,胴外中",0,"from pottery residue outside","","from pottery residue outside",""
"Organic Residue from Pottery","土器付着物,吹,胴部中位外面",0,"from pottery exterior residue body","","from pottery exterior residue body",""
"Organic Residue from Pottery","土器付着物,吹,胴部外面",0,"from pottery exterior residue body outer neck","","from pottery exterior residue body outer neck",""
"Organic Residue from Pottery","土器付着物,吹,身内面",0,"from pottery interior residue","","from pottery interior residue",""
"Organic Residue from Pottery","土器付着物,吹,頸部外面",0,"from pottery exterior residue outer neck","","from pottery exterior residue outer neck",""
"Organic Residue from Pottery","土器付着物,吹?,口縁外・胴外",0,"from pottery rim outside edge residue outside","","from pottery rim outside edge residue outside",""
"Organic Residue from Pottery","土器付着物,吹?,口縁部外面",0,"from pottery rim exterior residue outer neck","","from pottery rim exterior residue outer neck",""
"Organic Residue from Pottery","土器付着物,吹?,胴外",0,"from pottery residue outside","","from pottery residue outside",""
"Organic Residue from Pottery","土器付着物,吹?,胴部最大径下位・外面",0,"from pottery exterior residue body lower","","from pottery exterior residue body lower",""
"Organic Residue from Pottery","土器付着物,坏屈曲部",0,"from pottery residue","","from pottery residue",""
"Organic Residue from Pottery","土器付着物,坏部内面",0,"from pottery interior residue","","from pottery interior residue",""
"Organic Residue from Pottery","土器付着物,埋甕",0,"from pottery residue","","from pottery residue",""
"Organic Residue from Pottery","土器付着物,壺棺スス,胴部上半外面",0,"from pottery exterior soot residue body","","from pottery exterior soot residue body",""
"Organic Residue from Pottery","土器付着物,外面",0,"from pottery exterior residue","","from pottery exterior residue",""
"Organic Residue from Pottery","土器付着物,外面（試料は２点）",0,"from pottery exterior residue sample","","from pottery exterior residue sample",""
"Organic Residue from Pottery","土器付着物,外面付着",0,"from pottery exterior residue","","from pottery exterior residue",""
"Organic Residue from Pottery","土器付着物,屈曲部上位外",0,"from pottery residue upper","","from pottery residue upper",""
"Organic Residue from Pottery","土器付着物,底部下位・外面",0,"from pottery exterior residue bottom lower","","from pottery exterior residue bottom lower",""
"Organic Residue from Pottery","土器付着物,底部内面",0,"from pottery interior residue bottom","","from pottery interior residue bottom",""
"Organic Residue from Pottery","土器付着物,底部外面",0,"from pottery exterior residue bottom outer neck","","from pottery exterior residue bottom outer neck",""
"Organic Residue from Pottery","土器付着物,炭化物,口縁外",0,"carbonized from pottery material rim outside edge residue","","carbonized from pottery material rim outside edge residue",""
"Organic Residue from Pottery","土器付着物,炭化物,口縁外面",0,"carbonized from pottery material rim exterior outside edge residue","","carbonized from pottery material rim exterior outside edge residue",""
"Organic Residue from Pottery","土器付着物,炭化物,底部内面",0,"carbonized from pottery material interior residue bottom","","carbonized from pottery material interior residue bottom",""
